product_name,category,discounted_price,actual_price,discount_percentage,about_product,img_link,category_json
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",Electronics|Accessories|MemoryCards|MicroSD,$13.79,$48.01,71%,"Up to 130MB/s read speed with UHS-I interface. Performance varies by capacity.|Works with cell phones, smartphones, Android tablets, tablet PCs, and more.|6-Proof protection: Waterproof, Temperature proof, X-ray proof, Magnet proof, Drop proof, Wearout proof|10-year limited warranty; For further queries, please contact us at 1800 30 7267864|Includes full size adapter for use in cameras, laptops, and desktop computers",https://m.media-amazon.com/images/I/31R6RP26dzL._SY300_SX300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Accessories"", ""sub_cat2"": ""MemoryCards"", ""sub_cat3"": ""MicroSD""}"
"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,$6.35,$18.00,65%,"[20W HIGH-SPEED CHARGING] : The Adapto 20 is a Type-C Fast Charger, designed to charge your iPhone up to 59% in just 30 minutes!|[3X FASTER] : Fast, durable, and dependable, the adaptor is designed to charge your iOS devices 3X faster than regular chargers. The PD adaptor is best-suited with cables for Type C to Type C, and Type C to Lightning charging and connectivity. (suitable for iOS). For best results, we recommend the Portronics PD Cable..|[WIDELY COMPATIBLE] : Compatible with all PD and QC compatible devices, including iPhone 12/12 mini/12 Pro/12 Pro Max, AirPods Pro, 11-inch/12.9-inch iPad Pro, iPad Air (third generation), iPad Mini (fifth generation), AirPods Pro, etc.|[DEPENDABLE] : The adaptor’s strong, ABS Plastic built makes it safe to use even in clumsy hands. This charger with a built-in protection can protect your equipment from excessive current, overheating and overcharging.",https://m.media-amazon.com/images/I/31wqydqbA9L._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Chargers"", ""sub_cat4"": ""WallChargers""}"
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$168.06,$234.08,28%,"Upto 12GB RAM with RAM Plus | 128GB internal memory expandable up to 1TB||Superfast 5G with 11 5G Bands, Powerful MTK D700 Octa Core 2.2GH with Android 12,One UI Core 4|50MP+2MP Dual camera setup- True 50MP (F1.8) main camera + 2MP (F2.4) | 5MP (F2.0) front came|16.55 centimeters (6.5-inch) LCD, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M color|5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://m.media-amazon.com/images/I/413sCRKobNL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$4.55,$11.99,62%,"The perfect way to add some style and stand out from the crowd with the boAt BassHeads 100 ""Hawk"" inspired earphones. Impedance 16Ω, Sensitivity (dB) 92db ±3db, Frequency Response 20Hz-20KHz|The stylish BassHeads 100 superior coated wired earphones are a definite fashion statement - wear your attitude with its wide variety of collection|The powerful 10mm dynamic driver with the speaker resistance of 16 ohm enables the earphone to deliver a punchy, rhythmic response to the most demanding tracks|Features a HD microphone to make crystal clear calls - making life easier on the go, play/pause music or answer/end calls with one-click, track forward with two-clicks or back with 3 clicks make these earphones extremely user-friendly|With 1.2 meters perfect length cable now plug it in anywhere with ease - while the earphones are extremely user-friendly and stylish, extruding premium coating on the wire cable is a manufacturing process that we've been performing and refining since our company's inception|Its impeccable fit won't let you take these wonderfully amazing earphones off, fits you perfectly without hurting your ears and the perfect arc, with different size ear tips helps you in achieving superior comfort even with long listening hours.|1 year warranty from the date of purchase",https://m.media-amazon.com/images/I/31qVddHyy5L._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$168.06,$240.08,30%,"44W FlashCharge|Snapdragon 680 comes with octa-core architecture design that adopts the new 6nm process, CPU increased by 25% & GPU performance increased by 10% compared with Qualcomm Snapdragon 662.|Z6 is equipped with a FHD+ AMOLED dispaly to give a truly immersive display experience with true color contrast. The display provides a 180Hz Touch Sampling Rate in the gaming sessions for an enhanced touch response.|50MP AI rear camera comes with a variety of smart AI camera features and effects to capture wonderful moments with ease.|Cellular technology:lte, Form factor:bar, Human interface input:touch screen",https://m.media-amazon.com/images/I/41iVkyHeTUL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",Electronics|WearableTechnology|SmartWatches,$48.01,$120.04,60%,"Largest 1.96"" Display : View bigger on the screen with the industry’s largest 1.96"" display covering every edge possible and providing a crystal-clear resolution of 240*282 pixels|Bluetooth Calling Smartwatch - Enjoy seamless connection and bluetooth calling through Fire-Boltt Gladiator Smart Watch|AI Voice Assistant - Now Wake Up Google/Siri Voice Assistant on your phone through the watch.|123 Sports Modes To Track - Track each activity in more detail and record the statistics everyday and compare the history of 7 days to know your best results.|8 Unique UI Modes - Now Switch your UI viewing method basis your mood and preference. Choose from over 8 different & stylish forms in the watch|In Built Speaker & Microphone - With Latest Technology and Chipset the speaker and microphone are very strong and clear for excellent quality calls, listen to music on the watch as well.|Multiple Notifications - Make sure you do not miss out important updates, birthdays or colleagues messages, enable all the social notifications on the watch to stay connected",https://m.media-amazon.com/images/I/51vHAEYKeWL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,$1.19,$5.99,80%,"[PORTABLE SIZE]- 98mm*96mm*19mm, STRIFF desk phone stand is foldable and easy to slip into your pocket suitable for bed,table and home|[MULTI ANGLE ADJUSTABLE] - Directly adjust to your preferred angle among 10 different viewing angles, from 0° to 100°.Hold your smartphone or mini tablet in portrait or landscape mode safe.|[USEFUL DESKTOP CELL PHONE STAND] - Hold your smartphone or mini tablet at a comfortable angle, ideal for watching video, reading, video recording or simply browsing the web, playing games, facetime and other handsfree operation at home, office and travel|[PREMIUM MATERIAL] - Superior ABS and rubber pads on the bottom to protect the stand from sliding and durable in usage.|[UNIVERSAL COMPATIBILITY] - Works with all 4- 7.9 Inch smartphones, mini tablets and e-readers including iPhone X 8 8 Plus 7 7Plus 6S 6S Plus 6Plus 5 iPad mini, Google Pixel Pixel 2 Pixel XL, Nexus 5X 6P 4 5 7, LG G2 G3 G4 G5 G6 V10 V20 V30 K10 K20, Samsung Galaxy S9 S9+ S8 S8 Plus S7 Edge S6 S5 S4 J7 J3 Galaxy Note 8, HTC, Moto, Nokia, Huawei android phones and more.",https://m.media-amazon.com/images/I/31iE517+NFL._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Stands""}"
"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$57.50,$191.96,70%,"For any product related queries contact us at: 1800407267864|1 year warranty provided by the manufacturer from date of purchase.Note : If the size of the earbud tips does not match the size of your ear canals or the headset is not worn properly in your ears, you may not obtain the correct sound qualities or call performance. Change the earbud tips to ones that fit more snugly in your ears|Crystal clear voice & call quality with 3 mics & a Voice Pick Up unit|Deep & spacious sound tuned by AKG. Sensors: Accelerometer, Gyro, Proximity, Hall, Touch, Grip, VPU|Eye-catching design in a glossy finish that keeps you connected yet comfortable through the day",https://m.media-amazon.com/images/I/31Sx7+mu+vL._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$408.15,$408.15,0%,"Camera: 50MP Main Camera with Sony IMX766 and OIS, 8MP Ultrawide Camera with 120 degree FOV and 2MP mono lens with Dual LED Flash; 32MP Front (Selfie) Camera with Sony IMX615|Camera Features: AI Scene Enhancement, AI Highlight Video, Slow-motion captures, Dual-view Video, HDR, Nightscape, Portrait mode, Pano, Retouching and exciting filters|Display: 6.43 Inches; 90 Hz AMOLED Display with Corning Gorilla Glass 5; Resolution: 2400 X 1080 pixels; HDR 10+ Certified|Display Features: Ambient Display, AI colour enhancement and Dark mode|Operating System: OxygenOS based on Android 12|Processor: Mediatek Dimensity 1300|Battery & Charging: 4500 mAh with 80W SuperVOOC",https://m.media-amazon.com/images/I/41iEc0hf6TL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$3.59,$22.81,84%,"In-ear Dual Driver Wired Earphones with Stereo Sound & Bass|In-line Remote Control with Mic, Music & Call Control. Speaker Sensitivity: 101dB±3dB. Frequency Response: 20Hz~20KHz. Mic Sensitivity : -42dB±3dB|1 year manufacturer warranty|Dual Driver Ensures Better Sound Separation; Ergonomic Design; Passive noise cancellation|Comfort & Durable; Gold-plated 3.5mm Audio Jack; Widely compatible with 3.5mm Audio Port Devices; 1.2m Tangle-free Cable|On-the Cord Remote Control with Mic & Volume Control|Premium Design & Durable Material",https://m.media-amazon.com/images/I/41EnFjIAoaL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$132.04,$180.06,27%,"6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase|Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano)|50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam|Android 12,One UI Core 4 with a powerful Octa Core Processor|16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color",https://m.media-amazon.com/images/I/41op1vdp-UL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$420.16,$468.18,10%,"Camera: 50MP Main Camera with Sony IMX766 and 2MP Macro Camera with Dual LED Flash; 16MP Front (Selfie) Camera with Sony IMX471|Camera Features: Nightscape2.0, Super Macro, UltraShot HDR, Smart Scene Recognition, Portrait mode, Pro mode, Panorama, Tilt-shift mode, Focus Peaking, Filters, Video Nightscape, Video HDR, Video Portrait Timelapse, Hyperlapse Mode|Display: 6.7 Inches; 120 Hz IRIS Display; Resolution: 2400 X 1080 pixels 394 ppi; Aspect Ratio: 20:9|Display Features: Hyper Touch Mode, Reading Mode, Night Mode, Eye Comfort Mode, Auto brightness|Operating System: OxygenOS based on Android 12, Processor: MTK D8100 Max|Battery & Charging: 5000 mAh with 80W SuperVOOC. In-Display Fingerprint Sensor|Special Features: Hyperboost gaming engine",https://m.media-amazon.com/images/I/41pQ4gJMwEL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$204.07,$300.11,32%,"Exynos 1280 Octa Core 2.4GHz 5nm Processor with the 12 band support for a True 5G experience|16.72 centimeters (6.6-inch) LCD Display, FHD+ resolution, 1080x2400 pixels protected by Gorilla Glass 5|Versatile Quad camera setup-50MP (F1.8)+ 5MP (F2.2/UW- 123 FOV) + 2MP (F2.4/Depth) + 2MP (F2.4/Macro) QuadCamera| 8MP (F1.8) Front Camera|Massive 6000 mAh Battery | Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2+ Micro SD|Latest Android v12.0, One UI 4 operating system.",https://m.media-amazon.com/images/I/419KF2t1nML._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,$2.39,$5.99,60%,Multipurpose Stand: It is a dynamic Mobile Stand for your ofﬁce desks and more. It can hold any type of smartphone easily.|Supreme Quality: Twistand is made up of premium metal with a water-repellant ceramic finish. It gives you a hassle-free and hands-free experience.|Telescopic Height Adjustment: It gives you freedom to adjust its height from 125mm to 164mm according to your needs.|Perfect View: It has an adjustable design which you can reshape according to your smartphone on the desks to give you perfect viewing angle.|Anti-skid Body: The anti-skid pads on the body prevents accidental slips and protection from scratches.,https://m.media-amazon.com/images/I/41-oxsVh7nL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Stands""}"
"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,$11.99,$19.20,38%,"Power-packed 10000mAh- Lithium Polymer 10000mAh capacity allows you to efficiently charge your devices multiple times. It can charge iPhone 12 – 2 times, OnePlus Nord - 1.5 times.|20W Fast Charging Output– Powerful 20 Watts PD and QC output for boosted charging speed, so that you always stay ahead in the league. It carries an extensive capacity to charge your mobile 50% in as quickly as 30 minutes on average.|20W Fast Charging Input – The powerbank itself can get charged in 4 to 5 hours as it has Power Delivery Technology which supports 20W fast charging input via Type C port|Charge Multiple Devices – With 1 USB port and 1 Type C port for output, it can charge 2 devices at the same time.|Sleek and Stylish- Supremely modish and handy design makes it a style statement while its compact body makes it extremely travel-friendly at the same time.",https://m.media-amazon.com/images/I/21e5ZrIutKS._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Chargers"", ""sub_cat4"": ""PowerBanks""}"
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,$15.59,$19.20,19%,"All-new redesigned Nokia mobile which is familiar and easy to use|Island style keypad phone with white key lettering|High quality 1.77” screen|Pre-loaded games including the classic keypad mobile phone game - Snake|Enjoy all-new wireless FM radio|Save 2,000 contacts and up to 500 SMS on your Nokia 105 mobile phone",https://m.media-amazon.com/images/I/41w5fk8Vl6L._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""BasicMobiles""}"
"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",$7.19,$21.61,67%,"1 year manufacturer warranty|Immersive Audio with Deep Bass; Bluetooth 5.0; 8 Hours Music Time; 1.5 Hours Charging Time; 10m Wireless Range; Strong Connectivity; Passive Noise Cancelation; Fast Charging & IPX4 Water Resistant|In-line remote control allow calls & music control for a hands-free experience|Ergonomic Sports Design; 120mAh Li-Polymer Rechargeable Battery: 200Hrs Standby Time: Micro USB Charging (cable provided), Widely Compatible with All Bluetooth Enabled Smartphones & Tablets|Simple 3-button multi-function controls with HD mic and instant access to your phone's Voice Assistant",https://m.media-amazon.com/images/I/41qhEf58vbL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Headphones,Earbuds&Accessories"", ""sub_cat2"": ""Headphones"", ""sub_cat3"": ""In-Ear""}"
"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",Electronics|Accessories|MemoryCards|MicroSD,$7.19,$22.80,68%,"Up to 130MB/s read speed with UHS-I interface. Performance varies by capacity.|Works with cell phones, smartphones, Android tablets, tablet PCs, and more.|6-Proof protection: Waterproof, Temperature proof, X-ray proof, Magnet proof, Drop proof, Wearout proof|10-year limited warranty; For further queries, please contact us at 1800 30 7267864|Includes full size adapter for use in cameras, laptops, and desktop computers",https://m.media-amazon.com/images/I/31P2d7102lL._SY300_SX300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Accessories"", ""sub_cat2"": ""MemoryCards"", ""sub_cat3"": ""MicroSD""}"
"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,$21.60,$30.00,28%,"Massive 20000mAh Lithium Polymer capacity allows you to charge your devices multiple times. It can charge iPhone 12 – 4.6 times, Samsung M11 – 2.6 times, iPad – 1.4 times|20W Fast charging output– Powerful 20 Watts PD and QC output for exhilarating charging speed, do you a great favour in an emergency. For instance, it can bring your new iPhone or android device back to 50% in as quickly as 30 minutes.|Can Charge iPhone 8 upto 50% in 30 minutes or Redmi Note 9 up to 30% in 30 minutes|20W Fast Charging Input – The powerbank itself can get charged in 7 to 8 hours as it has Power Delivery Technology that supports 20W fast charging input via Type C port.|Charge 3 devices – With 2 USB ports and 1 Type C port for output, it can charge 3 devices at the same time & It comes with a 6 months warranty against manufacturing defects.",https://m.media-amazon.com/images/I/31RktQKvhoL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Chargers"", ""sub_cat4"": ""PowerBanks""}"
"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$132.04,$180.06,27%,"6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase|Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano)|50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam|Android 12,One UI Core 4 with a powerful Octa Core Processor|16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color",https://m.media-amazon.com/images/I/41Vj+8XWIQL._SY300_SX300_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics|WearableTechnology|SmartWatches,$36.00,$95.92,62%,"Alexa- Alexa built-in Voice Assistant that sets reminders, alarms and answers questions from weather forecasts to live cricket scores at your command!|Screen Size- ;1.69"" big square colour LCD display with a round dial features complete capacitive touch experience to let you take control, effortlessly.|Watch Faces- Multiple watch faces with customizable options to match your OOTD, every day!|Brightness- The ambient light display allows automatic adjustment of brightness on the watch, suited to your environment|HR & SpO2- The watch comes with a stress monitor that reads your HR to indicate stress levels.It also monitors your heart rate and SpO2 (blood oxygen levels) to keep a tab on your overall health.|Sleep Monitor- Track all stages of sleep every night and keep a tab on your sleep health with the sleep monitoring feature on the watch.|Sports Friendly- Its 14 sports mode and 5 ATM dust, splash and sweat resistance makes it the perfect fitness companion to have.",https://m.media-amazon.com/images/I/41pfjyUPZLL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)",Electronics|WearableTechnology|SmartWatches,$24.00,$95.92,75%,"Bluetooth Calling- Wave Call comes with a premium built-in speaker and bluetooth calling via which you can stay connected to your friends, family, and colleagues|Dial Pad- Its dial pad is super responsive and convenient. You can also save upto 10 contacts in this smart watch|Screen Size- Wave Call comes with a 1.69” HD Display that features a bold, bright, and highly responsive 2.5D curved touch interface|Resolution- With 550 nits of brightness get sharper color resolution that brightens your virtual world exponentially.|Design- The ultra slim and lightweight design of the watch is ideal to keep you surfing your wave all day!|Watch Faces- Wave Call comes with 150+ Cloud watchfaces for you to pick from, complementing your every mood and outfit|HR, SpO2 & Breathing- Monitor your heart rate and blood oxygen levels on-the-go with the heart rate and SpO2 monitor. It also comes with Guided Breathing to help you relax and embrace mindfulness.",https://m.media-amazon.com/images/I/41R9fDKo6iL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""WearableTechnology"", ""sub_cat2"": ""SmartWatches""}"
MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,$7.79,$11.99,35%,22.5W Universal Fast Charging,https://m.media-amazon.com/images/I/21df1gnW1SL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""Chargers"", ""sub_cat4"": ""WallChargers""}"
"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,$168.06,$234.08,28%,"Upto 12GB RAM with RAM Plus | 128GB internal memory expandable up to 1TB||Superfast 5G with 11 5G Bands, Powerful MTK D700 Octa Core 2.2GH with Android 12,One UI Core 4|50MP+2MP Dual camera setup- True 50MP (F1.8) main camera + 2MP (F2.4) | 5MP (F2.0) front came|16.55 centimeters (6.5-inch) LCD, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M color|5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://m.media-amazon.com/images/I/413sCRKobNL._SX300_SY300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""Smartphones&BasicMobiles"", ""sub_cat3"": ""Smartphones""}"
"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",Electronics|Mobiles&Accessories|MobileAccessories|Décor,$1.43,$3.59,60%,"WIDELY USE - SPIRAL TUBE CHARGING CABLE PROTECTOR are designed with highly flexible silicone and can be used as phone charger cord protector and phone charger saver to completely protect cables for all devices including, cell phones, computers, laptops, apple / android watches, lightning cables, pc’s, the list goes on and on.|EASY INSTALL - Besides protecting all Your USB cables / cords, SPIRAL TUBE CHARGING CABLE PROTECTOR feels surprisingly nice and is fun to install on any wires end. Use it as your headphone cord protector or charger cable cover. Simply touching it can relieve your stress too! Yet, even better, the Lightning Cable Protector looks super cool. It doesn’t get any better than this!|DURABLE - Works with virtually all computer and cellphone cables. You can even use it in almost anything like as pet cable protector, chewsafe cord protector, cord protectors from pets, wire protector from pets and as a wire protector tubing for phone and computer cables. These cable protectors can protect wires and power cords from dirt, frays, tangles and knots.|PROTECT CABLES - Spiral Tube charging Cable protector is your permanent fix to all those damaged lightning cables. It perfectly works as a cable strain relief or a critter cord so you won't have to deal with cable repair or iphone cable repair and frayed wire repair. Wrap the cable protector onto Your preferred cable as an iphone charger end piece. SPIRAL TUBE CHARGING CABLE PROTECTOR will wrap around any wire just like a protective sleeve would but with more mobility.",https://m.media-amazon.com/images/I/511g3fIVsqL._SY300_SX300_QL70_ML2_.jpg,"{""main_cat"": ""Electronics"", ""sub_cat1"": ""Mobiles&Accessories"", ""sub_cat2"": ""MobileAccessories"", ""sub_cat3"": ""D\u00e9cor""}"
